id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,seafood_yn,translatedText
34423,"Red-head duck, currant jelly",NA,13,13,1900,1907,3,3,0,"Red-head duck, currant jelly"
34424,Nutmeg,NA,4,4,1900,1900,0.25,25,0,Nutmeg
34429,OAT MEAL.,NA,1,1,1901,1901,0,0,0,OAT MEAL.
34430,Tomato in surprise,NA,1,1,1900,1900,0,0,0,Tomato in surprise
34431,Rose Ice Cream,NA,4,4,1900,1901,0,0,0,Rose Ice Cream
34432,Omelettes Au Fines Herbes,NA,1,1,1900,1900,0.3,0.3,0,Fine Herb Omelettes
34433,Scambled eggs,NA,1,1,1900,1900,0,0,0,Scambled eggs
34435,Ralston Health Food,NA,5,5,1900,1905,0,0,0,Ralston Health Food
34436,Eggs Tomatoes,NA,1,1,1900,1900,0.35,0.35,0,Eggs Tomatoes
34437,"Swiss, Edam and American Cheese",NA,2,2,1900,1900,NA,NA,0,"Swiss, Edam and American Cheese"
34439,Apricots preserved,NA,1,1,1901,1901,0.2,0.2,0,Apricots preserved
34440,Scotch (Glenlivet),NA,14,14,1900,1901,0,0,0,Scotch (Glenlivet)
34443,Scotch (Claymore),NA,11,11,1900,1901,0,0,0,Scotch (Claymore)
34445,Scotch (Dewar's Extra),NA,13,13,1900,1901,0,0,0,Scotch (Dewar's Extra)
34447,Fried Croppie,NA,1,1,1900,1900,0,0,1,Fried Croppie
34448,Buckwheat Cake,NA,15,15,1900,1937,0,0,0,Buckwheat Cake
34449,Scotch (Wallace Special),NA,14,14,1900,1901,0.12,1.25,0,Scotch (Wallace Special)
34451,Omelettes Kidneys,NA,1,1,1900,1900,0.4,0.4,0,Omelettes Kidneys
34452,Hominy Cake,NA,11,11,1898,1905,0,0,0,Hominy Cake
34454,Cerealine Cake,NA,8,8,1900,1900,0,0,0,Cerealine Cake
34455,Kidneys,NA,6,6,1853,1943,0.5,0.5,0,Kidneys
34456,"SHIRRED, Meyerbeer",NA,1,1,1900,1900,0,0,0,"SHIRRED, Meyerbeer"
34461,"Gin, Plymouth",NA,45,46,1900,1914,0.12,2,0,"Gin, Plymouth"
34463,Macaroni au Parmesan,NA,8,8,1883,1981,0,0,0,Macaroni with Parmesan
34464,Cold Cornedbeef,NA,4,4,1899,1901,0,0,0,Cold Cornedbeef
34466,Cold Smoked beef,NA,36,36,1899,1910,0.3,0.5,0,Cold Smoked beef
34468,BAKED LAKE TROUT AU VIN BLANC,NA,2,2,1900,1900,NA,NA,1,BAKED LAKE TROUT WITH WHITE WINE
34469,Breast of lamb au tomate au gratin,NA,1,1,1900,1900,0.6,0.6,0,Breast of lamb with tomato au gratin
34471,POMMES GASTRONOMME,NA,3,3,1900,1906,NA,NA,0,GASTRONOMIC APPLES
34472,BOILED BACON AND SPINACH,NA,5,5,1900,1907,0.25,0.25,0,BOILED BACON AND SPINACH
34474,"LAMB HASH, Green Pepper",NA,1,1,1900,1900,0,0,0,"LAMB HASH, Green Pepper"
34475,FRIED FROGS LEGS MATRE D' HOTEL,NA,1,1,1900,1900,0,0,1,FRIED FROGS LEGS MATRE D' HOTEL
34476,"CHIPPED BEEF, in Cream",NA,3,3,1900,1901,0,0,0,"CHIPPED BEEF, in Cream"
34480,Consume Rachel,NA,1,1,1901,1901,0,0,0,Consume Rachel
34481,POTTED OX JOINT AL 'CREOLE,NA,1,1,1900,1900,0,0,0,POTTED OX JOINT AL 'CREOLE
34483,"LAMB KIDNEYS, Saute, with Mushrooms",NA,1,1,1900,1900,0,0,0,"LAMB KIDNEYS, Saute, with Mushrooms"
34485,Broiled Chicken with Mushrooms,NA,1,1,1901,1901,0,0,0,Broiled Chicken with Mushrooms
34486,PUNCH LA CREME D' MENTHE,NA,1,1,1900,1900,NA,NA,0,PUNCH THE MINT CREAM
34487,Creole,NA,6,6,1901,1932,0.2,0.25,0,Creole
34489,"STUFFED SPRING CHICKEN, GIBLET SAUCE",NA,4,4,1900,1921,0,0,0,"STUFFED SPRING CHICKEN, GIBLET SAUCE"
34490,Hashed Lamb a la Zingara,NA,1,1,1901,1901,0,0,0,Hashed Lamb a la Zingara
34492,Consomme Windsor,NA,2,2,1900,1938,0.25,0.4,0,Consume Windsor
34494,"Stewed, in Cream",NA,1,1,1894,1894,10,10,0,"Stewed, in Cream"
34495,"Lager, ""Anheuser-Busch""",NA,16,16,1900,1901,0,0,0,"Warehouse, ""Anheuser-Busch"""
34496,"Rice croquettes, currant jelly",NA,7,7,1897,1917,0.3,0.5,0,"Rice croquettes, currant jelly"
34498,"Lager, ""Rienzi""",NA,11,11,1900,1901,0.12,0.12,0,"Lager, ""Rienzi"""
34499,"COLONIAL PUDDING, SAUCE SABAYON",NA,3,3,1900,1900,0,0,0,"COLONIAL PUDDING, SAUCE SABAYON"
34500,"Lager, ""Pilsener""",NA,13,13,1900,1901,0.12,0.12,0,"Lager, ""Pilsener"""
34501,SARATOGA WHIPS WITH WHIPPED CREAM,NA,3,3,1900,1900,0,0,0,SARATOGA WHIPS WITH WHIPPED CREAM
34503,Haunch of Southdown Mutton,NA,1,1,1901,1901,0,0,0,Haunch of Southdown Mutton
34504,Griddle Cakes Maple Syrup,NA,3,3,1901,1916,0.1,0.1,0,Griddle Cakes Maple Syrup
34505,Sartatoga,NA,1,1,1900,1900,15,15,0,Sartatoga
34506,New spring onions,NA,1,1,1900,1900,0.2,0.2,0,New spring onions
34507,NATIONAL ICE CREAM,NA,4,4,1900,1901,0,0,0,NATIONAL ICE CREAM
34509,"Apollinaris, Qts.",NA,4,4,1900,1900,0.2,0.2,0,"Apollmaris, QTS."
34510,Breakfast Rolls Assorted,NA,1,1,1901,1901,0,0,0,Breakfast Rolls Assorted
34511,"SWISS, AMERICAN AND ROQUEFORT CHEESE",NA,1,1,1900,1900,0,0,0,"SWISS, AMERICAN AND ROQUEFORT CHEESE"
34512,"""White Rock,"" Pts.",NA,1,1,1900,1900,0.12,0.12,0,"""White Rock,"" Pts."
34514,"Broiled salmon steak, sauce fleurette",NA,1,1,1900,1900,0.4,0.6,1,"Broiled salmon steak, sauce fleurette"
34515,Fried Eggs and Bacon,NA,2,2,1901,1933,0,0,0,Fried Eggs and Bacon
34516,"Cigarettes, Sweet Caporal, per box",NA,15,15,1900,1901,0.05,0.1,0,"Cigarettes, Sweet Caporal, per box"
34518,"Cigarettes, American, R.S.C., per box",NA,12,12,1900,1901,0.1,0.2,0,"Cigarettes, American, R.S.C., per box"
34519,Fried soft shell crabs on toast,NA,2,2,1892,1900,0,0,1,Fried soft shell crabs on toast
34521,MANITOU MINERAL WATER,NA,3,3,1900,1900,0,0,0,MANITOU MINERAL WATER
34522,"Cigarettes, Egyptian, per box",NA,15,15,1900,1901,0.5,0.75,0,"Cigarettes, Egyptian, per box"
34523,"Beef tea, hot or cold, cup",NA,1,1,1900,1900,0.2,0.2,0,"Beef tea, hot or cold, cup"
34524,MANITOU GINGER CHAMPAGNE,NA,11,11,1892,1901,0.2,50,0,MANITOU GINGER CHAMPAGNE
34525,Iced consomme in cup,NA,8,8,1900,1937,0,0,0,Iced consomme in cup
34526,"Calves Head, Brain Sauce",NA,1,1,1901,1901,0,0,0,"Calves Head, Brain Sauce"
34527,Baked codfish,NA,2,2,1900,1900,0,0,1,Baked codfish
34528,Filet of sole with white wine,NA,1,1,1900,1900,0,0,1,Filet of sole with white wine
34529,Broiled brook trout,NA,21,21,1900,1954,0.4,2,1,Broiled brook trout
34530,Consomme Deslignac,NA,22,22,1884,1914,0.2,0.4,0,Consomme Deslignac
34531,Cold brook trout,NA,2,2,1900,1905,0.4,1,1,Cold brook trout
34532,Farina and Milk,NA,2,2,1900,1900,0.1,0.1,0,Farina and Milk
34533,"Clams, Half Shell",NA,6,6,1900,1919,0.15,0.25,1,"Clams, Half Shell"
34534,Cold salmon,NA,33,33,1900,1917,0.35,0.65,1,Cold salmon
34535,Norwegian Anchoviss,NA,1,1,1900,1900,0,0,1,Norwegian Anchoviss
34536,Broiled Sirloin Steaks,NA,11,11,1898,1910,0,0,0,Broiled Sirloin Steaks
34537,Chicken Broth with Noodles served in cup,NA,1,1,1900,1900,0.15,0.15,0,Chicken Broth with Noodles served in cup
34538,"Roast Rib of Beef, Horse Radish",NA,3,3,1900,1900,0,0,0,"Roast Rib of Beef, Horse Radish"
34539,Oxford Brawn,NA,16,16,1900,1957,NA,NA,0,Oxford Brawn
34540,Mutton & Potato Pie,NA,1,1,1900,1900,0,0,0,Mutton & Potato Pie
34541,Braised Beef a la Benoist,NA,4,4,1900,1910,0,0,0,Braised Beef a la Benoist
34544,Roast Pheasant,NA,13,13,1899,1917,4.5,4.5,0,Roast Pheasant
34546,Parisenne,NA,1,1,1900,1900,25,25,0,Parisenne
34547,London Braised Beef,NA,4,4,1900,1900,0,0,0,London Braised Beef
34548,Boiled leg of mutton with carrots in cream,NA,1,1,1900,1900,0,0,0,Boiled leg of mutton with carrots in cream
34549,"Roulade of Beef, Ecarlate",NA,1,1,1900,1900,0,0,0,"Roulade of Beef, Ecarlate"
34550,Stewed in Cream POTATOES,NA,7,7,1898,1941,0,0,0,Stewed in Cream POTATOES
34551,Roast Rib of Beef,NA,35,60,1854,1963,0,3.75,0,Roast Rib of Beef
34552,"Lamb Croquettes, Perigueux",NA,1,1,1900,1900,0,0,0,"Lamb Croquettes, Perigueux"
34553,Roast Sucking Pig,NA,3,3,1892,1900,0.5,0.5,0,Roast Sucking Pig
34554,Yorkshire Brawn,NA,4,4,1900,1900,0,0,0,Yorkshire Brawn
34555,Boar's Head & Pistachios,NA,3,3,1900,1900,0,0,0,Boar's Head & Pistachios
34556,Chocolate Menier,NA,1,1,1900,1900,0,0,0,Chocolate Menier
34557,Stewed Apricots & Custard,NA,1,1,1900,1900,0,0,0,Stewed Apricots & Custard
34558,"Oysters, on shell, per 1/2 dozen",NA,2,2,1900,1900,0.15,0.15,1,"Oysters, on shell, per 1/2 dozen"
34559,"Hot Chocolate Menier, pot for 1; pot for 2; pot for 3",NA,1,1,1900,1900,0,0,0,"Hot Chocolate Menier, pot for 1; pot for 2; pot for 3"
34560,"Shad Roe with bacon, Tartar Sauce",NA,1,1,1900,1900,0.45,0.45,1,"Shad Roe with bacon, Tartar Sauce"
34561,"Clams, on shell, per 1/2 dozen",NA,2,2,1900,1900,0.15,0.15,1,"Clams, on shell, per 1/2 dozen"
34562,"PICKLES - Mixed, Piccalilli, Onion, Walnut & Chutney",NA,1,1,1900,1900,0,0,0,"PICKLES - Mixed, Piccalilli, Onion, Walnut & Chutney"
34563,"Consomme, anglaise",NA,2,2,1900,1900,0,0,0,"Consume, English"
34564,"RELISHES - Worcester, Anchovy & Mushroom Ketchup",NA,2,2,1900,1900,0,0,0,"RELISHES - Worcester, Anchovy & Mushroom Ketchup"
34565,Stewed Dried Plums and Peaches,NA,4,4,1901,1901,0,0,0,Stewed Dried Plums and Peaches
34566,Lobsters Patties a la Newburg,NA,1,1,1900,1900,0.4,0.4,1,Lobsters Patties a la Newburg
34567,Broiled smelts,NA,22,22,1900,1960,0.25,1.95,1,Broiled smelts
34568,"Filet of bluefish, bordelaise, potatoes julienne",NA,1,1,1900,1900,0,0,1,"Filet of bluefish, bordelaise, julienne potatoes"
34569,Squash Pies,NA,7,7,1851,1901,NA,NA,0,Squash Pies
34570,Sweetbreads in cases a la reine,NA,2,2,1900,1900,0,0,0,Sweetbreads in cases a la reine
34571,"Domestic duck, apple sauce",NA,2,2,1898,1900,0,0,0,"Domestic duck, apple sauce"
34572,Clovis,NA,5,5,1899,1901,0,0,0,Clovis
34573,Home- made Raisin Bread,NA,1,1,1900,1900,0.05,0.05,0,Home- made Raisin Bread
34574,Eucherd Figs,NA,2,1,1900,1900,0.25,25,0,Eucherd Figs
34576,Milchner Herrings,NA,11,11,1901,1901,0,0,1,Milchner Herrings
34577,Escalope de Sole Meuniere,NA,2,2,1901,1901,0,0,1,Escalope of Sole Meuniere
34578,Baked and French Fried Potatoes,NA,2,2,1901,1901,NA,NA,0,Baked and French Fried Potatoes
34579,Timbale de ris de veau aux petits pois,NA,2,2,1901,1901,0,0,0,Timbale of sweetbreads with peas
34580,"Pork Cutlets, Spanish Sauce",NA,4,4,1901,1901,0,0,0,"Pork Cutlets, Spanish Sauce"
34581,Filet de boeuf Montebello,NA,3,3,1898,1901,0,0,0,Montebello beef fillet
34582,Veal and Ham Pot Pie,NA,5,5,1901,1937,0,0,0,Veal and Ham Pot Pie
34583,Haricot vert,NA,5,5,1898,1901,NA,NA,0,Green bean
34584,chops..................35,NA,1,1,1900,1900,50,50,0,chops..................35
34585,Squab Roti,NA,3,3,1901,1906,0,0,0,Squab Roti
34586,Steamed or Toasted English Muffins with maple syrup or honey,NA,1,1,1900,1900,0.15,0.15,0,Steamed or Toasted English Muffins with maple syrup or honey
34587,"Sweetbread Croquettes, fresh mushrooms sauce",NA,1,1,1900,1900,0.4,0.4,0,"Sweetbread Croquettes, fresh mushrooms sauce"
34588,Filet of Sole au gratin Italienne,NA,1,1,1900,1900,0,0,1,Filet of Sole with Italian gratin
34589,English Mutton Chops ........ 35,NA,1,1,1900,1900,60,60,0,English Mutton Chops ........ 35
34590,"Smelts, with tartare sauce",NA,2,2,1901,1901,0.6,0.6,1,"Smelts, with tartare sauce"
34593,"Potato, hashed brown",NA,2,2,1900,1900,0.2,0.2,0,"Potato, hashed brown"
34594,Sweet Potatoes in Cream,NA,2,2,1900,1906,0.1,0.3,0,Sweet Potatoes in Cream
34595,Boiled ham ..................30,NA,1,1,1900,1900,0,0,0,Boiled ham ..................30
34597,Breakfast bacon ..... 30,NA,1,1,1900,1900,50,50,0,Breakfast bacon ..... 30
34598,Calfs Liver and Bacon .. 30,NA,1,1,1900,1900,50,50,0,Calfs Liver and Bacon .. 30
34599,"Filet de sole, au vin blanc",NA,2,2,1887,1901,0.6,0.75,1,"Sole fillet, in white wine"
34600,"YORK HAM, GLACE, AUX MADERIA",NA,1,1,1900,1900,0,0,0,"YORK HAM, ICE CREAM, IN MADERIA"
34601,Grilled Pompano,NA,1,1,1900,1900,0,0,1,Grilled Pompano
34602,"Filet de sole, tartare sauce",NA,2,2,1901,1907,0,0,1,"Sole fillet, tartare sauce"
34603,"Chicken, Minced on Toast",NA,2,2,1900,1907,0.6,0.75,0,"Chicken, Minced on Toast"
34604,"Filet de sole, au gratin",NA,6,6,1882,1901,0.6,0.6,1,"Sole fillet, au gratin"
34606,"COLD-HAM, TONGUE, BONELESS TURKEY, ROAST BEEF, CORNED BEEF",NA,1,1,1900,1900,0,0,0,"COLD-HAM, TONGUE, BONELESS TURKEY, ROAST BEEF, CORNED BEEF"
34607,"Fischklosse, Kapernsauce",NA,1,1,1900,1900,0,0,1,"Fish dumplings, caper sauce"
34608,"Fish balls, Capersauce",NA,1,1,1900,1900,0,0,1,"Fish balls, Capersauce"
34612,Grillt. Schweinskoteletten m. Tomaten,NA,1,1,1900,1900,0,0,0,Grills. Pork chops m. tomatoes
34613,Grilled pork cutlets with tomatoes,NA,1,1,1900,1900,0,0,0,Grilled pork cutlets with tomatoes
34616,"Mince Pie, (Ind.) with brandy sauce",NA,1,1,1900,1900,0.2,0.2,0,"Mince Pie, (Ind.) with brandy sauce"
34617,Gervais cheese,NA,69,71,1896,1939,0.1,0.3,0,Gervais cheese
34618,"Jam, Strawberry",NA,1,1,1900,1900,0,0,0,"Jam, Strawberry"
34619,"Jam, Raspberry",NA,2,2,1900,1900,0.2,0.25,0,"Jam, Raspberry"
34620,"Jam, Apricot",NA,1,1,1900,1900,0.25,0.25,0,"Jam, Apricot"
34621,"Jam, Blackberry",NA,2,2,1900,1900,0.2,0.25,0,"Jam, Blackberry"
34623,"Jam, Greengage",NA,1,1,1900,1900,0.25,0.25,0,"Jam, Greengage"
34624,Fricassee of Turkey Wings Celery Sauce,NA,2,2,1900,1900,0,0,0,Fricassee of Turkey Wings Celery Sauce
34625,"Jelly, Red currant",NA,1,1,1900,1900,0.25,0.25,0,"Jelly, Red currant"
34626,"Jelly, Crab apple",NA,1,1,1900,1900,0.25,0.25,0,"Jelly, Crab apple"
34627,"Jelly, Quince",NA,1,1,1900,1900,0.25,0.25,0,"Jelly, Fifteen"
34628,"Jelly, Guava",NA,1,1,1900,1900,0.25,0.25,0,"Jelly, Guava"
34629,"Jelly, Red raspberry in glass",NA,2,2,1900,1900,0,0,0,"Jelly, Red raspberry in glass"
34630,"Jelly, Bar-le-Duc",NA,1,1,1900,1900,0.5,0.5,0,"Jelly, Bar-le-Duc"
34633,"Terrine de foie-gras, Strasburg",NA,2,2,1900,1900,0,0,0,"Foie-gras terrine, Strasburg"
34634,"Kennebec Salmon, Mayonnaise",NA,4,4,1900,1937,0.35,1,1,"Kennebec Salmon, Mayonnaise"
34635,Canned Quinces,NA,2,2,1900,1901,0.3,0.3,0,Canned Quinces
34636,"Preserves, Pears",NA,2,2,1899,1900,0,0,0,"Preserves, Pears"
34637,"Preserves, Figs",NA,2,2,1892,1900,0,0,0,"Preserves, Figs"
34640,"Preserves, Peaches",NA,5,5,1858,1941,0.1,0.4,0,"Preserves, Peaches"
34641,"Preserves, Blackberries",NA,1,1,1900,1900,0.35,0.35,0,"Preserves, Blackberries"
34643,"Preserves, Strawberries",NA,2,2,1899,1900,0.25,0.4,0,"Preserves, Strawberries"
34644,"Preserves, Raspberries",NA,3,3,1858,1900,0,0,0,"Preserves, Raspberries"
34645,"Preserves, Greengages",NA,1,1,1900,1900,0.35,0.35,0,"Preserves, Greengages"
34646,"Preserves, Comb honey",NA,1,1,1900,1900,0.25,0.25,0,"Preserves, Comb honey"
34648,"Preserves, Crab apples",NA,1,1,1900,1900,0.35,0.35,0,"Preserves, Crab apples"
34649,Pressed figs,NA,1,1,1900,1900,0.25,0.25,0,Pressed figs
34651,Brandied Pears,NA,18,18,1900,1917,0.3,0.5,0,Brandied Pears
34652,Brandied Peaches,NA,37,37,1893,1962,0.25,1.25,0,Brandied Peaches
34653,Pearl Grits and Milk,NA,1,1,1901,1901,25,25,0,Pearl Grits and Milk
34655,The Above with Cream,NA,1,1,1901,1901,35,35,0,The Above with Cream
34656,Creme Gervais,NA,5,5,1896,1905,0.25,10,0,Gervais cream
34658,"Coffee or Tea, Rolls and Butter, Boiled Eggs",NA,1,1,1901,1901,50,50,0,"Coffee or Tea, Rolls and Butter, Boiled Eggs"
34659,Smelts- Remoulade,NA,1,1,1901,1901,0,0,1,Smelts- Remoulade
34660,"Coffee or Tea, Rolls and Butter, Scrambled Eggs",NA,1,1,1901,1901,0,0,0,"Coffee or Tea, Rolls and Butter, Scrambled Eggs"
34662,Lamb Hash- en Bordure,NA,1,1,1901,1901,0,0,0,Lamb Hash- en Bordure
34663,Mutton Chops- Mashed Potatoes,NA,1,1,1901,1901,0,0,0,Mutton Chops- Mashed Potatoes
34664,"Broma, pot",NA,6,6,1900,1900,0.15,25,0,"Joke, pot"
34667,"Tea, pot, with cream",NA,2,2,1900,1900,0.35,0.35,0,"Tea, pot, with cream"
34670,Souffle a la vanille,NA,6,7,1900,1946,0.5,0.75,0,Vanilla souffle
34671,"Bouillion, en tasse",NA,1,1,1900,1900,0,0,0,"Bouillion, in cup"
34673,"Escarole, with mayonnaise, 10 cents extra",NA,1,1,1900,1900,0,0,0,"Escarole, with mayonnaise, 10 cents extra"
34675,"Frogs Legs, Tartar Sauce",NA,1,1,1900,1900,0.5,0.9,1,"Frogs Legs, Tartar Sauce"
34680,"BREAKFAST BACON,",NA,1,1,1900,1900,0,0,0,"BREAKFAST BACON,"
34682,"OMELET, Plain,",NA,1,1,1900,1900,0.25,0.25,0,"OMELET, Plain,"
34685,Pernil de carnero a la Alemana,NA,2,2,1900,1900,0,0,0,German mutton leg
34686,"Broiled Beef, Horseradish Sauce",NA,1,1,1900,1900,0,0,0,"Broiled Beef, Horseradish Sauce"
34690,Rinones a la farrilla,NA,1,1,1900,1900,0,0,0,Kidneys to the grill
34692,Carne a la Llavera,NA,1,1,1900,1900,0,0,0,Meat to the Key
34693,"Medoc, Barton and Guestier",NA,3,3,1900,1906,0.6,1.25,0,"Medoc, Barton and Guestier"
34695,Stewed Prumes,NA,1,1,1900,1900,0.15,0.15,0,Stewed Prumes
34697,Coca,NA,4,4,1901,1979,0,0,0,Coca
34700,Superior Quality of Claret,NA,1,1,1906,1906,0,0,0,Superior Quality of Claret
34704,"Broiled ""Squab"" Chicken (whole)",NA,1,1,1900,1900,0.65,0.65,0,"Broiled ""Squab"" Chicken (whole)"
34705,POTATOES -- Baked,NA,2,2,1900,1901,0,0,0,POTATOES -- Baked
34706,Hased Brown,NA,1,1,1900,1900,0,0,0,Hased Brown
34708,OMELETTES -- Plain,NA,2,2,1900,1901,0,0,0,OMELETTES -- Plain
34709,"Sirloinsteak, Petersilienbutter",NA,1,1,1900,1900,0,0,0,"Sirloinsteak, Petersilienbutter"
34711,Nieren en croutes,NA,1,1,1900,1900,0,0,0,Kidneys and croutes
34714,Sirloin steak a la maitre d'hotel,NA,1,1,1900,1900,0,0,0,Sirloin steak a la maitre d'hotel
34715,"Blue Points, 1/2 doz.",NA,3,3,1900,1906,0.15,0.2,1,"Blue Points, 1/2 doz."
34716,Philadelphia chicken fried à la Maryland,NA,4,4,1892,1901,1,1,0,Philadelphia chicken fried a la maryland
34718,Philadelphia chicken à la bordelaise,NA,4,4,1892,1901,0,0,0,Philadelphia chicken bordelaise
34719,Long Island.Asparagus,NA,1,1,1900,1900,0.4,0.4,0,Long Island.Asparagus
34720,"Mutton chips, plain or breaded",NA,1,1,1901,1901,0.4,0.4,0,"Mutton chips, plain or breaded"
34721,"Blue Points, doz.",NA,6,6,1900,1920,0.25,4,1,"Blue Points, doz."
34722,"Cape Cods, 1/2 doz.",NA,1,1,1900,1900,0.15,0.15,1,"Cape Cods, 1/2 doz."
34723,Mutton chops à la provençale,NA,9,9,1892,1901,0,0,0,Mutton chops Provencal style
34724,"Boiled Salmon, Joinville",NA,1,1,1900,1900,0.6,0.6,1,"Boiled Salmon, Joinville"
34725,"Cape Cods, doz.",NA,2,2,1900,1918,0.25,4,1,"Cape Cods, doz."
34726,"Rockaways, 1/2 doz.",NA,1,1,1900,1900,0.15,0.15,1,"Rockaways, 1/2 doz."
34727,"Rockaways, doz.",NA,3,3,1900,1907,0.25,0.75,1,"Rockaways, doz."
34728,"Oysters, Club Fry",NA,2,2,1900,1900,0.35,0.35,1,"Oysters, Club Fry"
34729,"English mutton shop, brace",NA,1,1,1901,1901,0.7,0.7,0,"English mutton shop, brace"
34730,Salmon Mayonaise,NA,1,1,1889,1889,0,0,1,Salmon Mayonnaise
34731,"Oysters, Broiled, Celery Sauce",NA,2,2,1900,1900,0.3,0.35,1,"Oysters, Broiled, Celery Sauce"
34732,"Tenderloin of Beef, larded, Financiere",NA,1,1,1900,1900,0.5,0.5,0,"Tenderloin of Beef, larded, Financiere"
34733,"Oysters, Shell Roast",NA,12,12,1900,1907,0,0,1,"Oysters, Shell Roast"
34735,"Oysters, Steamed in Shell",NA,3,3,1900,1900,0.35,0.7,1,"Oysters, Steamed in Shell"
34736,"Sweetbread Pate, Toulouse",NA,1,1,1900,1900,0.6,0.6,0,"Sweetbread Pate, Toulouse"
34737,"Oysters, Chafing Dish Stew, a la Manhattan",NA,1,1,1900,1900,0.5,0.5,1,"Oysters, Chafing Dish Stew, a la Manhattan"
34738,Veal chops à la milanaise,NA,6,6,1884,1906,0.35,0.9,0,Milanese veal chops
34739,"Soup, Mock Turtle",NA,41,41,1865,1928,0.15,20,1,"Soup, Mock Turtle"
34740,Creme au Caramel,NA,6,6,1900,1969,0,0.25,0,Caramel creams
34741,Potato sautée,NA,3,3,1892,1901,0.15,0.15,0,Sautéed potato
34742,Potato parisienne,NA,7,7,1892,1907,0.1,0.2,0,Parisian potato
34745,Chateaubriand with truffles,NA,10,10,1892,1905,0,0,0,Chateaubriand with truffles
34749,Kidneys er croutes,NA,1,1,1900,1900,0,0,0,Kidneys and crusts
34750,"Potato, boiled",NA,7,7,1892,1901,0.1,0.1,0,"Potato, boiled"
34752,"Mashed potatoes, Saratoga chips",NA,1,1,1900,1900,0,0,0,"Mashed potatoes, Saratoga chips"
34753,"Sweetbreads, Broiled, with Peas",NA,1,1,1900,1900,0.6,0.9,0,"Sweetbreads, Broiled, with Peas"
34754,"Potato, hashed with cream",NA,6,6,1899,1901,0,0,0,"Potato, hashed with cream"
34755,"Sweetbreads, Broiled, with Mushrooms",NA,1,1,1900,1900,0,0,0,"Sweetbreads, Broiled, with Mushrooms"
34756,Kartoffelmus Saratoga Kartoffeln,NA,1,1,1900,1900,0,0,0,Potato purée Saratoga potatoes
34759,"Rolls, crescents, Biscuits",NA,1,1,1900,1900,0,0,0,"Rolls, crescents, Biscuits"
34760,Tenderloin Steak Bordelaise,NA,14,14,1892,1917,0.75,3.1,0,Tenderloin Steak Bordelaise
34761,Tenderloin Steak Bearnaise,NA,17,17,1892,1958,0.75,3.1,0,Tenderloin Steak Bearnaise
34762,"Chicken, Broiled, Maryland Style, Half",NA,1,1,1900,1900,0.6,0.6,0,"Chicken, Broiled, Maryland Style, Half"
34764,Kreuzbrodchen,NA,4,4,1900,1900,0,0,0,Kreuzbrodchen
34766,"Chicken Hash, Minced in Cream",NA,1,1,1900,1900,0.5,0.5,0,"Chicken Hash, Minced in Cream"
34767,"Chicken Croquettes, Two Pieces",NA,2,2,1900,1900,0.4,0.5,0,"Chicken Croquettes, Two Pieces"
34768,Lobster Saute au Madere,NA,2,2,1901,1901,0.5,0.9,1,Lobster Saute in Madeira
34769,American string beans,NA,9,9,1900,1918,0.2,0.4,0,American string beans
34771,Cup of coffee with cream,NA,37,39,1899,1961,0.1,0.15,0,Cup of coffee with cream
34773,Cup of French coffee,NA,8,8,1893,1901,0.1,0.1,0,Cup of French coffee
34774,Eier a l'aurore,NA,4,4,1899,1901,0,0,0,Eier at dawn
34775,"Essence of Lamb, Small Cup",NA,1,1,1900,1900,0,0,0,"Essence of Lamb, Small Cup"
34777,"Calf's liver, broiled with bacon",NA,12,12,1892,1917,0.35,0.7,0,"Calf's liver, broiled with bacon"
34778,"Calf's brains, fried",NA,21,21,1892,1947,0.4,1.5,0,"Calf's brains, fried"
34779,Smothered Goose Livers en Casserole,NA,1,1,1900,1900,0,0,0,Smothered Goose Livers en Casserole
34780,Reis,NA,30,34,1900,1981,0,0.3,0,trip
34785,Cream Dressing,NA,47,47,1900,1966,0.35,0.35,0,Cream Dressing
34787,Lobster sauté à la Newburg on chafing dish,NA,3,3,1900,1901,0,0,1,Newburg style stir-fried lobster on chafing dish
34788,New Telephone Peas,NA,5,5,1900,1907,0.4,0.4,0,New Telephone Peas
34789,"Fried Young Chicken, Maryland",NA,3,3,1900,1900,0,0,0,"Fried Young Chicken, Maryland"
34790,"Artichokes, Melted Butter",NA,1,1,1900,1900,0,0,0,"Artichokes, Melted Butter"
34791,Postfarte,NA,1,1,1900,1900,0,0,0,Post office
34792,Baked Bermuda Onions,NA,1,1,1900,1900,0,0,0,Baked Bermuda Onions
34793,Welspostverein.,NA,1,1,1900,1900,0,0,0,Welspostverein.
34794,Tripe stewed,NA,6,6,1899,1901,0.4,0.4,0,Tripe stewed
34795,Tripe fried,NA,10,10,1899,1913,0.35,0.45,0,Tripe fried
34796,Salad - Lettuce and Whole Tomato,NA,1,1,1900,1900,0,0,0,Salad - Lettuce and Whole Tomato
34797,Union postale universelle.,NA,2,2,1899,1900,0,0,0,Universal Postal Union.
34798,"Calf's head, fried",NA,3,3,1892,1901,0.4,0.4,0,"Calf's head, fried"
34799,"Strawberry Shortcake, Whipped Cream",NA,7,7,1898,1973,0.3,0.75,0,"Strawberry Shortcake, Whipped Cream"
34800,Lamb Chops to Order,NA,8,8,1900,1901,0,0,0,Lamb Chops to Order
